code,chapitre,chapitre_libelle,groupe,groupe_libelle,variete,libelle,libelle_normalise,sai,revision
1122,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,22,TRISOMIE 8,TRISOMIE 8,non,
1123,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,23,TRISOMIE 13,TRISOMIE 13,non,1998 MODIF
1125,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,25,TRISOMIE 18,TRISOMIE 18,non,1998 MODIF
1127,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,27,TRISOMIE 21,TRISOMIE 21,non,1998 MODIF
1128,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,28,MONOSOMIE AUTOSOMIQUE (TOUTE FORME),MONOSOMIE AUTOSOMIQUE (TOUTE FORME),non,
1129,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,29,MOSAIQUE AUTOSOMIQUE (SAI),MOSAIQUE AUTOSOMIQUE (SAI),oui,
1130,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,30,ANOMALIE AUTOSOMIQUE DE STRUCTURE,ANOMALIE AUTOSOMIQUE DE STRUCTURE,non,
1131,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,31,DELETION DU BRAS COURT DU CHROMOSOME 4,DELETION DU BRAS COURT DU CHROMOSOME 4,non,
1132,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,32,DELETION DU BRAS COURT DU CHROMOSOME 5 - MALADIE DU CRI DU CHAT,DELETION DU BRAS COURT DU CHROMOSOME 5 - MALADIE DU CRI DU CHAT,non,1992 AJOUT
1133,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,33,DELETION AVEC TRISOMIE PARTIELLE,DELETION AVEC TRISOMIE PARTIELLE,non,1992 AJOUT
1134,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,34,DELETIONS AVEC MONOSOMIE PARTIELLE AUTOSOMIQUES OU AUTRE DELETION (SAI),DELETIONS AVEC MONOSOMIE PARTIELLE AUTOSOMIQUES OU AUTRE DELETION (SAI),oui,1992 AJOUT
1135,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,35,DELETION PARTIELLE DU BRAS LONG DU CHROMOSOME 13 AVEC RETINOBLASTOME,DELETION PARTIELLE DU BRAS LONG DU CHROMOSOME 13 AVEC RETINOBLASTOME,non,
1136,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,36,DELETION PARTIELLE DU BRAS COURT DU CHROMOSOME 11 - SYNDROME WRAG (TUMEUR DE WILMS - ANIRIDIE),DELETION PARTIELLE DU BRAS COURT DU CHROMOSOME 11 - SYNDROME WRAG (TUMEUR DE WILMS - ANIRIDIE),non,
1137,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,37,DELETION DU BRAS COURT DU CHROMOSOME 18,DELETION DU BRAS COURT DU CHROMOSOME 18,non,
1139,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,39,DELETION DU BRAS LONG DU CHROMOSOME 18,DELETION DU BRAS LONG DU CHROMOSOME 18,non,
1140,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,40,DELETION PARTIELLE DU BRAS LONG DU 22 (DEL 22Q11) AVEC CARDIOPATHIE - CATCH 22 SEQUENCE,DELETION PARTIELLE DU BRAS LONG DU 22 (DEL 22Q11) AVEC CARDIOPATHIE - CATCH 22 SEQUENCE,non,1997 AJOUT
1141,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,41,TRANSLOCATION AUTOSOMIQUE (TOUTE FORME),TRANSLOCATION AUTOSOMIQUE (TOUTE FORME),non,
1142,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,42,TRANSLOCATION X - AUTOSOME (TOUTE FORME),TRANSLOCATION X - AUTOSOME (TOUTE FORME),non,1992 AJOUT
1143,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,43,CHROMOSOME EN ANNEAU,CHROMOSOME EN ANNEAU,non,
1144,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,44,DUPLICATION CHROMOSOMIQUE,DUPLICATION CHROMOSOMIQUE,non,1992 AJOUT
1145,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,45,INVERSION CHROMOSOMIQUE,INVERSION CHROMOSOMIQUE,non,
1146,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,46,INSERTION CHROMOSOMIQUE,INSERTION CHROMOSOMIQUE,non,1992 AJOUT
1147,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,47,ISOCHROMOSOME (DIVISION TRANSVERSALE),ISOCHROMOSOME (DIVISION TRANSVERSALE),non,
1148,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,48,CHROMOSOME SURNUMERAIRE NON ETIQUETE AVEC CARYOTYPE PARENTAL NORMAL,CHROMOSOME SURNUMERAIRE NON ETIQUETE AVEC CARYOTYPE PARENTAL NORMAL,non,1992 AJOUT
1150,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,50,ANOMALIE NUMERIQUE DES CHROMOSOMES SEXUELS,ANOMALIE NUMERIQUE DES CHROMOSOMES SEXUELS,non,
1151,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,51,TRISOMIE X - TRIPLO X,TRISOMIE X - TRIPLO X,non,
1152,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,52,TRISOMIE X EN MOSAIQUE,TRISOMIE X EN MOSAIQUE,non,1992 AJOUT
1153,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,53,"SYNDROME DE KLINEFELTER (47,XXY)","SYNDROME DE KLINEFELTER (47,XXY)",non,
1154,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,54,SYNDROME DE KLINEFELTER AVEC MOSAIQUE,SYNDROME DE KLINEFELTER AVEC MOSAIQUE,non,
1155,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,55,POLYSOMIE GONOSOMIQUE (NCA),POLYSOMIE GONOSOMIQUE (NCA),non,1992 AJOUT
1156,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,56,MONOSOMIE X LETHALE,MONOSOMIE X LETHALE,non,
1157,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,57,"SYNDROME DE TURNER (45,X)","SYNDROME DE TURNER (45,X)",non,
1158,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,58,SYNDROME DE TURNER AVEC MOSAIQUE,SYNDROME DE TURNER AVEC MOSAIQUE,non,
1159,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,59,SYNDROME DE NOONAN (PSEUDOTURNER A CARYOTYPE NORMAL),SYNDROME DE NOONAN (PSEUDOTURNER A CARYOTYPE NORMAL),non,
1170,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,70,ANOMALIE DE STRUCTURE DES CHROMOSOMES SEXUELS,ANOMALIE DE STRUCTURE DES CHROMOSOMES SEXUELS,non,
1171,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,71,ANOMALIE DE STRUCTURE CHROMOSOME X,ANOMALIE DE STRUCTURE CHROMOSOME X,non,
1172,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,72,CHROMOSOME XQ - FRA,CHROMOSOME XQ - FRA,non,1992 AJOUT
1173,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,73,CHROMOSOME X : ISOCHROMOSOME,CHROMOSOME X : ISOCHROMOSOME,non,1992 AJOUT
1174,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,74,CHROMOSOME X : MONOSOMIE XP (XP22 - PTER),CHROMOSOME X : MONOSOMIE XP (XP22 - PTER),non,1992 AJOUT
1175,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,75,CHROMOSOME Y : ANOMALIE DE STRUCTURE,CHROMOSOME Y : ANOMALIE DE STRUCTURE,non,
1180,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,80,AUTOSOME : ANOMALIE NON CODEE PAR AILLEURS,AUTOSOME : ANOMALIE NON CODEE PAR AILLEURS,non,1992 AJOUT
1181,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,81,TRANSLOCATION RECIPROQUE EQUILIBREE,TRANSLOCATION RECIPROQUE EQUILIBREE,non,1992 AJOUT
1183,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,83,TRANSLOCATION ROBERTSONIENNE EQUILIBREE,TRANSLOCATION ROBERTSONIENNE EQUILIBREE,non,1992 AJOUT
1185,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,85,CHROMOSOME CARYOTYPE NON EQUILIBRE PAR REMANIEMENT PARENTAL,CHROMOSOME CARYOTYPE NON EQUILIBRE PAR REMANIEMENT PARENTAL,non,1992 AJOUT
1187,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,87,MONOSOMIE PARTIELLE PAR TRANSLOCATION,MONOSOMIE PARTIELLE PAR TRANSLOCATION,non,1992 AJOUT
1189,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,89,TRISOMIE PARTIELLE PAR TRANSLOCATION,TRISOMIE PARTIELLE PAR TRANSLOCATION,non,1992 AJOUT
1191,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,91,CHROMOSOME PHILADELPHIE,CHROMOSOME PHILADELPHIE,non,1992 AJOUT
1193,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,93,TRANSLOCATION 14 - 18,TRANSLOCATION 14 - 18,non,1992 AJOUT
1195,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,95,CHROMOSOME VARIANT A PATHOLOGIE DISCUTEE,CHROMOSOME VARIANT A PATHOLOGIE DISCUTEE,non,1992 AJOUT
1197,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,11,ANOMALIE CHROMOSOMIQUE,97,"CHROMOSOME ALLONGEMENT DU BRAS COURT D'UN ACROCENTRIQUE (13P+, 14P+, 15P+, 21P+, 22P+) EMBRYOFOETOPATHIES","CHROMOSOME ALLONGEMENT DU BRAS COURT D'UN ACROCENTRIQUE (13P+, 14P+, 15P+, 21P+, 22P+) EMBRYOFOETOPATHIES",non,1992 AJOUT
1200,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,12,EMBRYOFOETOPATHIE,00,EMBRYOFOETOPATHIE,EMBRYOFOETOPATHIE,non,
1210,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,12,EMBRYOFOETOPATHIE,10,EMBRYOFOETOPATHIE INFECTIEUSE,EMBRYOFOETOPATHIE INFECTIEUSE,non,1992 AJOUT
1211,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,12,EMBRYOFOETOPATHIE,11,INFECTION MATERNOFOETALE D'ORIGINE ASCENDANTE,INFECTION MATERNOFOETALE D'ORIGINE ASCENDANTE,non,1998 AJOUT
1212,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,12,EMBRYOFOETOPATHIE,12,INFECTION MATERNOFOETALE D'ORIGINE GENERALE,INFECTION MATERNOFOETALE D'ORIGINE GENERALE,non,1998 AJOUT
1220,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,12,EMBRYOFOETOPATHIE,20,EMBRYOFOETOPATHIE D'EXPOSITION MEDICAMENTEUSE OU TOXIQUE,EMBRYOFOETOPATHIE D'EXPOSITION MEDICAMENTEUSE OU TOXIQUE,non,1992 AJOUT
1230,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,12,EMBRYOFOETOPATHIE,30,EMBRYOFOETOPATHIE PAR MALADIE MATERNELLE,EMBRYOFOETOPATHIE PAR MALADIE MATERNELLE,non,1992 AJOUT
1231,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,12,EMBRYOFOETOPATHIE,31,EMBRYOFOETOPATHIE PAR DIABETE MATERNEL,EMBRYOFOETOPATHIE PAR DIABETE MATERNEL,non,1992 AJOUT
1232,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,12,EMBRYOFOETOPATHIE,32,EMBRYOFOETOPATHIE PAR PHENYLCETONURIE MATERNELLE,EMBRYOFOETOPATHIE PAR PHENYLCETONURIE MATERNELLE,non,1992 AJOUT
1233,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,12,EMBRYOFOETOPATHIE,33,EMBRYOFOETOPATHIE PAR EPILEPSIE MATERNELLE,EMBRYOFOETOPATHIE PAR EPILEPSIE MATERNELLE,non,1992 AJOUT
1234,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,12,EMBRYOFOETOPATHIE,34,"EMBRYOFOETOPATHIE PAR PATHOLOGIE VASCULAIRE MATERNELLE (HTA, TOXEMIE, SYNDROME VASCULO-RENAL)","EMBRYOFOETOPATHIE PAR PATHOLOGIE VASCULAIRE MATERNELLE (HTA, TOXEMIE, SYNDROME VASCULO-RENAL)",non,1992 AJOUT
1235,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,12,EMBRYOFOETOPATHIE,35,EMBRYOFOETOPATHIE PAR TABAGISME MATERNEL MALFORMATIONS NEURO-AXIALES ET NEURO-FACIALES,EMBRYOFOETOPATHIE PAR TABAGISME MATERNEL MALFORMATIONS NEURO-AXIALES ET NEURO-FACIALES,non,1992 AJOUT
1400,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,00,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,non,
1410,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,10,MALFORMATION NEURO-AXIALE,MALFORMATION NEURO-AXIALE,non,
1411,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,11,ANENCEPHALIE,ANENCEPHALIE,non,1992 AJOUT
1412,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,12,ARAPHIE - NEUROSCHIZIS - AMYELIE,ARAPHIE - NEUROSCHIZIS - AMYELIE,non,
1413,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,13,APLASIE CUTANEE CONGENITALE DU VERTEX,APLASIE CUTANEE CONGENITALE DU VERTEX,non,1992 AJOUT
1414,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,14,SPINA BIFIDA - DYSRAPHIE NEURO-AXIALE,SPINA BIFIDA - DYSRAPHIE NEURO-AXIALE,non,
1415,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,15,SPINA BIFIDA OCCULTA,SPINA BIFIDA OCCULTA,non,
1416,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,16,DYSRAPHIE AVEC MENINGOCELE - MENINGOCELE,DYSRAPHIE AVEC MENINGOCELE - MENINGOCELE,non,
1417,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,17,LACUNE CRANIENNE CONGENITALE,LACUNE CRANIENNE CONGENITALE,non,1992 AJOUT
1418,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,18,DYSRAPHIE AVEC ENCEPHALOCELE - ENCEPHALOCELE,DYSRAPHIE AVEC ENCEPHALOCELE - ENCEPHALOCELE,non,
1419,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,19,DYSRAPHIE AVEC MYELOMENINGOCELE - MYELOMENINGOCELE,DYSRAPHIE AVEC MYELOMENINGOCELE - MYELOMENINGOCELE,non,
1420,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,20,MALFORMATION NEUROFACIALE,MALFORMATION NEUROFACIALE,non,
1421,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,21,ARHINENCEPHALIE,ARHINENCEPHALIE,non,
1422,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,22,CEBOCEPHALIE,CEBOCEPHALIE,non,
1423,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,23,CYCLOPIE - CYCLOCEPHALIE - SYNOPHTALMIE - DIOPHTALMIE,CYCLOPIE - CYCLOCEPHALIE - SYNOPHTALMIE - DIOPHTALMIE,non,
1424,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,24,EXENCEPHALIE,EXENCEPHALIE,non,
1425,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,25,HYDRANENCEPHALIE,HYDRANENCEPHALIE,non,
1426,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,26,INIENCEPHALIE,INIENCEPHALIE,non,
1427,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,27,MACROCEPHALIE - MEGALENCEPHALIE,MACROCEPHALIE - MEGALENCEPHALIE,non,
1428,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,28,MICROCEPHALIE,MICROCEPHALIE,non,
1429,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,29,PORENCEPHALIE,PORENCEPHALIE,non,
1430,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,30,HYDROCEPHALIE CONGENITALE,HYDROCEPHALIE CONGENITALE,non,
1431,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,31,HYDROCEPHALIE PAR STENOSE CONGENITALE DE L'AQUEDUC DE SYLVIUS,HYDROCEPHALIE PAR STENOSE CONGENITALE DE L'AQUEDUC DE SYLVIUS,non,
1440,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,40,MALFORMATION NEURO-AXIALE PARTICULIERE,MALFORMATION NEURO-AXIALE PARTICULIERE,non,
1442,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,42,ARNOLD-CHIARI,ARNOLD-CHIARI,non,
1444,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,44,MALFORMATION DE DANDY-WALKER,MALFORMATION DE DANDY-WALKER,non,
1446,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,46,SYRINGOMYELIE,SYRINGOMYELIE,non,
1448,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,48,SYRINGOMYELOBULBIE,SYRINGOMYELOBULBIE,non,
1450,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,50,MALFORMATION DE LA MOELLE EPINIERE,MALFORMATION DE LA MOELLE EPINIERE,non,1992 AJOUT
1451,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,51,AMYELIE,AMYELIE,non,1992 AJOUT
1452,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,52,DIASTEMATOMYELIE,DIASTEMATOMYELIE,non,1992 AJOUT
1454,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,54,FOSSETTE SACROCOCCYGIENNE,FOSSETTE SACROCOCCYGIENNE,non,1992 AJOUT
1460,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,60,MALFORMATION DU CRANE - ANOMALIE DE FORME DU CRANE,MALFORMATION DU CRANE - ANOMALIE DE FORME DU CRANE,non,1992 AJOUT
1461,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,61,CRANIOSYNOSTOSE,CRANIOSYNOSTOSE,non,1992 AJOUT
1462,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,14,MALFORMATION NEURO-AXIALE ET NEUROFACIALE,62,CRANE EN TREFLE MALFORMATIONS DE LA TÊTE ET DU COU,CRANE EN TREFLE MALFORMATIONS DE LA TETE ET DU COU,non,1992 AJOUT
1500,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,00,MALFORMATION OROFACIALE,MALFORMATION OROFACIALE,non,
1510,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,10,DYSRAPHIE FACIALE – FENTE FACIALE - FISSURE FACIALE,DYSRAPHIE FACIALE – FENTE FACIALE - FISSURE FACIALE,non,
1511,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,11,FENTE PALATINE,FENTE PALATINE,non,
1512,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,12,FENTE LABIALE,FENTE LABIALE,non,
1513,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,13,FENTE LABIOGINGIVALE,FENTE LABIOGINGIVALE,non,1992 AJOUT
1514,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,14,FENTE LABIOPALATINE,FENTE LABIOPALATINE,non,1992 AJOUT
1515,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,15,MALFORMATION DU PALAIS,MALFORMATION DU PALAIS,non,1992 AJOUT
1516,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,16,FENTE DU PALAIS POSTERIEUR - LUETTE BIFIDE,FENTE DU PALAIS POSTERIEUR - LUETTE BIFIDE,non,1992 AJOUT
1517,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,17,PALAIS OGIVAL,PALAIS OGIVAL,non,1992 AJOUT
1520,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,20,MALFORMATION DES MAXILLAIRES SUPERIEURS,MALFORMATION DES MAXILLAIRES SUPERIEURS,non,
1521,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,21,FENTE FACIALE MEDIANE - AGENESIE DU MASSIF MEDIAN - AGENESIE PREMAXILLAIRE,FENTE FACIALE MEDIANE - AGENESIE DU MASSIF MEDIAN - AGENESIE PREMAXILLAIRE,non,1992 AJOUT
1525,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,25,MALFORMATION DU PHILTRUM,MALFORMATION DU PHILTRUM,non,1992 AJOUT
1527,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,27,DYSMORPHIE DE L'ETAGE MOYEN DE LA FACE,DYSMORPHIE DE L'ETAGE MOYEN DE LA FACE,non,1992 AJOUT
1528,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,28,DYSMORPHIE DE L'ETAGE MOYEN DE LA FACE : ENFONCEMENT,DYSMORPHIE DE L'ETAGE MOYEN DE LA FACE : ENFONCEMENT,non,1992 AJOUT
1529,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,29,DYSMORPHIE DE L'ETAGE MOYEN DE LA FACE : PROTRUSION,DYSMORPHIE DE L'ETAGE MOYEN DE LA FACE : PROTRUSION,non,1992 AJOUT
1530,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,30,MALFORMATION DE L'ARC MANDIBULAIRE,MALFORMATION DE L'ARC MANDIBULAIRE,non,
1531,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,31,OTOCEPHALIE,OTOCEPHALIE,non,
1532,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,32,AGNATHIE - MICROGNATHIE,AGNATHIE - MICROGNATHIE,non,
1533,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,33,MALFORMATION DE LA BOUCHE,MALFORMATION DE LA BOUCHE,non,
1534,1,MALADIE INNEE ET GRANDE MALFORMATION EXTERNE,15,MALFORMATION OROFACIALE,34,MICROSTOMIE,MICROSTOMIE,non,
